Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Loyalty_Status,Category,Product_Name,Unit_Cost,Unit_Price,Quantity_Sold,Revenue,Total_Cost,Profit,Stock_Remaining,Satisfaction_Score
TXN-14823,2025-02-20,CUST-0786,47,Female,Regular,Clothing,Socks,46.78,72.77,10,727.7,467.8,259.9,940,6.0
TXN-13222,2025-02-20,CUST-0291,31,Male,Silver,Clothing,Jacket,3.47,6.87,2,13.74,6.94,6.8,1261,6.6
TXN-10495,2025-02-20,CUST-0813,38,Male,Regular,Electronics,Smartwatch,34.96,50.62,2,101.24,69.92,31.32,976,6.9
TXN-12711,2025-02-20,CUST-0778,48,Female,Regular,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,507,7.0
TXN-12412,2025-02-20,CUST-0369,18,Male,Regular,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1149,4.8
TXN-14117,2025-02-20,CUST-0601,26,Female,Regular,Beauty & Health,Soap,11.95,23.02,3,69.06,35.85,33.21,870,8.7
TXN-14247,2025-02-20,CUST-0410,49,Male,Regular,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1179,5.3
TXN-12661,2025-02-20,CUST-0250,29,Male,Silver,Home & Garden,Bed Sheets,41.27,74.29,3,222.87,123.81,99.06,1636,7.7
TXN-10570,2025-02-20,CUST-0401,26,Female,Regular,Electronics,Mouse,41.17,78.14,2,156.28,82.34,73.94,1265,5.4
TXN-11003,2025-02-21,CUST-0875,36,Male,Regular,Beauty & Health,Vitamins,4.16,7.52,3,22.56,12.48,10.08,1281,4.6
TXN-13775,2025-02-21,CUST-0172,47,Male,Silver,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,630,5.5
TXN-11407,2025-02-21,CUST-0677,29,Female,Silver,Groceries,Bread,45.02,60.28,2,120.56,90.04,30.52,919,7.4
TXN-13531,2025-02-21,CUST-0227,33,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1481,7.3
TXN-11060,2025-02-21,CUST-0727,43,Male,Silver,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1466,4.9
TXN-13887,2025-02-21,CUST-0232,24,Male,Regular,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,429,6.3
TXN-10056,2025-02-21,CUST-0224,53,Male,Regular,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,1029,5.4
TXN-14801,2025-02-21,CUST-0955,45,Male,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,532,6.9
TXN-11376,2025-02-21,CUST-0338,59,Male,Gold,Beauty & Health,Shampoo,25.11,45.77,1,45.77,25.11,20.66,981,6.6
TXN-11856,2025-02-21,CUST-0775,65,Female,Regular,Electronics,Mouse,41.17,78.14,2,156.28,82.34,73.94,1159,3.6
TXN-11673,2025-02-21,CUST-0793,27,Male,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1688,7.1
TXN-11126,2025-02-21,CUST-0829,33,Female,Silver,Electronics,Smartwatch,34.96,50.62,1,50.62,34.96,15.66,938,5.5
TXN-14050,2025-02-21,CUST-0145,35,Female,Regular,Beauty & Health,Face Wash,9.13,14.22,4,56.88,36.52,20.36,1107,6.3
TXN-11783,2025-02-21,CUST-0080,37,Female,Silver,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,778,5.9
TXN-12598,2025-02-21,CUST-0819,26,Female,Regular,Electronics,Charger,85.78,132.44,1,132.44,85.78,46.66,587,7.5
TXN-12847,2025-02-22,CUST-0258,26,Male,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1616,8.1
TXN-12512,2025-02-22,CUST-0165,32,Male,Regular,Groceries,Chicken,14.09,25.57,1,25.57,14.09,11.48,1789,6.9
TXN-11647,2025-02-22,CUST-0886,46,Male,Regular,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,636,7.2
TXN-10172,2025-02-22,CUST-0199,27,Male,Regular,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1281,8.9
TXN-14859,2025-02-22,CUST-0746,32,Male,Gold,Clothing,Sneakers,20.09,39.7,2,79.4,40.18,39.22,479,7.9
TXN-12654,2025-02-22,CUST-0985,40,Female,Regular,Beauty & Health,Shampoo,25.11,45.77,1,45.77,25.11,20.66,865,5.7
TXN-13974,2025-02-22,CUST-0212,35,Female,Silver,Groceries,Eggs,28.33,56.24,4,224.96,113.32,111.64,1398,6.9
TXN-13273,2025-02-22,CUST-0773,47,Male,Gold,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,514,6.7
TXN-13469,2025-02-22,CUST-0382,45,Female,Silver,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,657,5.7
TXN-12044,2025-02-22,CUST-0464,35,Female,Regular,Home & Garden,Mug,5.57,9.8,3,29.4,16.71,12.69,756,6.1
TXN-10050,2025-02-22,CUST-0174,34,Female,Regular,Electronics,Smartwatch,34.96,50.62,4,202.48,139.84,62.64,997,8.7
TXN-12133,2025-02-22,CUST-0250,45,Female,Gold,Clothing,Jeans,45.05,74.05,1,74.05,45.05,29.0,1566,8.0
TXN-12712,2025-02-22,CUST-0930,41,Female,Regular,Clothing,Socks,46.78,72.77,2,145.54,93.56,51.98,1115,3.4
TXN-12116,2025-02-22,CUST-0031,30,Female,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,752,5.6
TXN-10419,2025-02-22,CUST-0359,18,Male,Regular,Beauty & Health,Face Wash,9.13,14.22,2,28.44,18.26,10.18,1406,5.6
TXN-13916,2025-02-23,CUST-0473,35,Male,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,613,6.5
TXN-14751,2025-02-23,CUST-0169,26,Female,Regular,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,535,6.6
TXN-14936,2025-02-23,CUST-0044,58,Female,Regular,Beauty & Health,Shampoo,25.11,45.77,2,91.54,50.22,41.32,700,8.1
TXN-13818,2025-02-23,CUST-0307,23,Male,Silver,Clothing,Hat,3.72,6.93,4,27.72,14.88,12.84,575,6.4
TXN-14914,2025-02-23,CUST-0870,18,Female,Gold,Groceries,Apples,18.31,24.59,3,73.77,54.93,18.84,1377,4.9
TXN-10059,2025-02-23,CUST-0431,43,Male,Regular,Beauty & Health,Lotion,8.66,15.35,1,15.35,8.66,6.69,1139,5.9
TXN-13385,2025-02-23,CUST-0954,26,Female,Regular,Groceries,Apples,18.31,24.59,2,49.18,36.62,12.56,1492,5.4
TXN-13357,2025-02-24,CUST-0808,32,Male,Silver,Groceries,Milk,32.13,59.75,2,119.5,64.26,55.24,983,6.6
TXN-11101,2025-02-24,CUST-0758,36,Female,Gold,Clothing,Hat,3.72,6.93,10,69.3,37.2,32.1,723,9.3
TXN-12938,2025-02-24,CUST-0560,42,Female,Regular,Clothing,Socks,46.78,72.77,1,72.77,46.78,25.99,1083,5.9
TXN-13706,2025-02-24,CUST-0407,47,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1468,6.8
TXN-14677,2025-02-24,CUST-0937,31,Male,Regular,Electronics,Mouse,41.17,78.14,3,234.42,123.51,110.91,984,4.9
TXN-14012,2025-02-24,CUST-0279,23,Male,Regular,Groceries,Apples,18.31,24.59,2,49.18,36.62,12.56,1436,5.8
TXN-14632,2025-02-24,CUST-0289,18,Male,Regular,Home & Garden,Plant Pot,34.48,43.76,2,87.52,68.96,18.56,1441,7.1
TXN-12183,2025-02-24,CUST-0407,32,Male,Silver,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,864,7.2
TXN-12542,2025-02-24,CUST-0003,35,Female,Gold,Home & Garden,Bed Sheets,41.27,74.29,1,74.29,41.27,33.02,1644,7.1
TXN-13564,2025-02-24,CUST-0821,42,Female,Regular,Electronics,Smartwatch,34.96,50.62,2,101.24,69.92,31.32,751,5.2
TXN-11708,2025-02-24,CUST-0241,47,Female,Gold,Home & Garden,Frying Pan,11.59,15.48,1,15.48,11.59,3.89,1728,7.6
TXN-11191,2025-02-24,CUST-0496,53,Male,Silver,Home & Garden,Mug,5.57,9.8,2,19.6,11.14,8.46,813,6.8
TXN-11252,2025-02-24,CUST-0517,30,Male,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,809,7.3
TXN-11924,2025-02-25,CUST-0032,36,Male,Regular,Home & Garden,Mug,5.57,9.8,5,49.0,27.85,21.15,766,8.4
TXN-13060,2025-02-25,CUST-0212,34,Male,Regular,Home & Garden,Bed Sheets,41.27,74.29,1,74.29,41.27,33.02,1599,6.5
TXN-13215,2025-02-25,CUST-0767,39,Other,Regular,Groceries,Cereal,40.44,66.69,5,333.45,202.2,131.25,517,5.0
TXN-11821,2025-02-25,CUST-0398,56,Male,Silver,Electronics,Charger,85.78,132.44,2,264.88,171.56,93.32,645,4.4
TXN-10749,2025-02-25,CUST-0616,24,Female,Gold,Groceries,Milk,32.13,59.75,1,59.75,32.13,27.62,1155,6.7
TXN-13721,2025-02-25,CUST-0477,18,Female,Regular,Electronics,Keyboard,107.66,156.53,10,1565.3,1076.6,488.7,619,5.0
TXN-12051,2025-02-25,CUST-0378,20,Female,Regular,Home & Garden,Mug,5.57,9.8,3,29.4,16.71,12.69,753,7.6
TXN-12290,2025-02-25,CUST-0882,31,Female,Gold,Clothing,Hat,3.72,6.93,1,6.93,3.72,3.21,646,4.6
TXN-11755,2025-02-25,CUST-0560,54,Other,Gold,Electronics,Charger,85.78,132.44,1,132.44,85.78,46.66,649,8.8
TXN-11343,2025-02-25,CUST-0124,36,Female,Silver,Electronics,Headphones,49.93,84.43,4,337.72,199.72,138.0,1234,8.4
TXN-10809,2025-02-25,CUST-0050,50,Male,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1766,5.1
TXN-13476,2025-02-25,CUST-0170,32,Female,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,656,6.5
TXN-13391,2025-02-25,CUST-0903,36,Male,Regular,Beauty & Health,Vitamins,4.16,7.52,1,7.52,4.16,3.36,1080,4.9
TXN-13588,2025-02-25,CUST-0675,27,Male,Silver,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1083,6.5
TXN-14286,2025-02-25,CUST-0512,40,Male,Regular,Home & Garden,Towel,36.45,51.3,3,153.9,109.35,44.55,671,4.7
TXN-14980,2025-02-25,CUST-0888,23,Male,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,103,4.2
TXN-10082,2025-02-26,CUST-0332,18,Male,Regular,Clothing,T-Shirt,49.29,89.1,3,267.3,147.87,119.43,704,7.6
TXN-11073,2025-02-26,CUST-0201,42,Male,Gold,Electronics,Mouse,41.17,78.14,5,390.7,205.85,184.85,1229,7.1
TXN-14267,2025-02-26,CUST-0298,40,Female,Regular,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1097,8.0
TXN-14665,2025-02-26,CUST-0086,63,Female,Regular,Home & Garden,Plant Pot,34.48,43.76,2,87.52,68.96,18.56,1437,4.0
TXN-14954,2025-02-26,CUST-0421,35,Male,Silver,Groceries,Chicken,14.09,25.57,4,102.28,56.36,45.92,1593,5.3
TXN-11080,2025-02-26,CUST-0593,26,Female,Silver,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,803,7.5
TXN-11862,2025-02-26,CUST-0702,26,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1597,5.5
TXN-12594,2025-02-26,CUST-0328,36,Female,Regular,Beauty & Health,Lotion,8.66,15.35,5,76.75,43.3,33.45,982,6.1
TXN-14068,2025-02-26,CUST-0930,44,Female,Silver,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1105,8.2
TXN-13477,2025-02-26,CUST-0948,51,Female,Regular,Beauty & Health,Toothpaste,36.38,71.18,1,71.18,36.38,34.8,590,4.1
TXN-13849,2025-02-26,CUST-0616,40,Male,Regular,Home & Garden,Frying Pan,11.59,15.48,4,61.92,46.36,15.56,1584,9.0
TXN-12291,2025-02-26,CUST-0480,26,Female,Regular,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1568,5.6
TXN-13669,2025-02-26,CUST-0209,41,Other,Silver,Home & Garden,Frying Pan,11.59,15.48,2,30.96,23.18,7.78,1604,4.1
TXN-13602,2025-02-26,CUST-0956,46,Male,Regular,Electronics,Charger,85.78,132.44,3,397.32,257.34,139.98,505,5.3
TXN-12857,2025-02-26,CUST-0054,36,Male,Regular,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1206,6.3
TXN-11725,2025-02-26,CUST-0262,40,Male,Regular,Home & Garden,Frying Pan,11.59,15.48,1,15.48,11.59,3.89,1717,4.1
TXN-14176,2025-02-26,CUST-0126,51,Female,Regular,Beauty & Health,Vitamins,4.16,7.52,1,7.52,4.16,3.36,1032,5.2
TXN-11530,2025-02-26,CUST-0009,18,Female,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1708,7.1
TXN-13999,2025-02-26,CUST-0377,32,Female,Regular,Electronics,Keyboard,107.66,156.53,4,626.12,430.64,195.48,590,7.7
TXN-11700,2025-02-26,CUST-0391,38,Female,Regular,Electronics,Charger,85.78,132.44,5,662.2,428.9,233.3,650,7.7
TXN-11194,2025-02-27,CUST-0347,27,Male,Regular,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,789,6.7
TXN-14820,2025-02-27,CUST-0053,57,Male,Regular,Clothing,Jeans,45.05,74.05,5,370.25,225.25,145.0,1350,8.6
TXN-11144,2025-02-27,CUST-0103,18,Male,Regular,Beauty & Health,Vitamins,4.16,7.52,1,7.52,4.16,3.36,1273,5.1
TXN-11758,2025-02-27,CUST-0959,46,Female,Gold,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1308,7.4
TXN-10423,2025-02-27,CUST-0019,29,Male,Gold,Beauty & Health,Shampoo,25.11,45.77,2,91.54,50.22,41.32,1007,8.2
TXN-11503,2025-02-27,CUST-0373,35,Female,Silver,Home & Garden,Lamp,30.34,59.03,10,590.3,303.4,286.9,863,6.4
TXN-12604,2025-02-27,CUST-0064,38,Female,Regular,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1146,7.5
TXN-11422,2025-02-27,CUST-0250,38,Male,Regular,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,771,6.9
TXN-13055,2025-02-27,CUST-0175,41,Female,Silver,Clothing,Jacket,3.47,6.87,2,13.74,6.94,6.8,1278,5.3
TXN-10959,2025-02-27,CUST-0020,18,Male,Regular,Beauty & Health,Face Wash,9.13,14.22,4,56.88,36.52,20.36,1363,7.3
TXN-13988,2025-02-27,CUST-0181,26,Male,Regular,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,610,4.5
TXN-13460,2025-02-27,CUST-0503,41,Female,Regular,Groceries,Bread,45.02,60.28,10,602.8,450.2,152.6,701,5.4
TXN-12230,2025-02-27,CUST-0501,47,Female,Silver,Beauty & Health,Lotion,8.66,15.35,10,153.5,86.6,66.9,1013,7.5
TXN-10223,2025-02-27,CUST-0018,53,Male,Silver,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1278,6.8
TXN-12692,2025-02-27,CUST-0948,38,Male,Regular,Beauty & Health,Vitamins,4.16,7.52,3,22.56,12.48,10.08,1121,6.3
TXN-10601,2025-02-27,CUST-0980,35,Male,Regular,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,842,7.4
TXN-12235,2025-02-28,CUST-0891,18,Female,Regular,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,861,7.2
TXN-13641,2025-02-28,CUST-0327,47,Male,Regular,Home & Garden,Frying Pan,11.59,15.48,1,15.48,11.59,3.89,1606,8.2
TXN-14186,2025-02-28,CUST-0234,33,Female,Silver,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,445,6.6
TXN-12108,2025-02-28,CUST-0534,18,Male,Silver,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,615,7.8
TXN-10433,2025-02-28,CUST-0444,23,Female,Regular,Electronics,Charger,85.78,132.44,2,264.88,171.56,93.32,735,5.0
TXN-12846,2025-02-28,CUST-0162,30,Female,Regular,Clothing,Jeans,45.05,74.05,1,74.05,45.05,29.0,1508,5.8
TXN-12122,2025-02-28,CUST-0519,35,Female,Silver,Groceries,Apples,18.31,24.59,2,49.18,36.62,12.56,1573,4.4
TXN-12525,2025-02-28,CUST-0257,42,Female,Regular,Home & Garden,Frying Pan,11.59,15.48,3,46.44,34.77,11.67,1680,8.2
TXN-14045,2025-02-28,CUST-0956,34,Female,Gold,Electronics,Mouse,41.17,78.14,4,312.56,164.68,147.88,1036,7.2
TXN-10031,2025-02-28,CUST-0173,27,Male,Regular,Home & Garden,Mug,5.57,9.8,4,39.2,22.28,16.92,864,7.5
TXN-13910,2025-02-28,CUST-0374,32,Male,Regular,Beauty & Health,Face Wash,9.13,14.22,1,14.22,9.13,5.09,1118,3.9
TXN-12936,2025-02-28,CUST-0247,45,Female,Regular,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,800,6.8
TXN-11629,2025-02-28,CUST-0017,45,Male,Gold,Electronics,Smartwatch,34.96,50.62,1,50.62,34.96,15.66,881,8.1
TXN-13794,2025-02-28,CUST-0374,29,Female,Silver,Home & Garden,Plant Pot,34.48,43.76,2,87.52,68.96,18.56,1533,6.3
TXN-14722,2025-03-01,CUST-0523,68,Female,Regular,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1015,8.2
TXN-12637,2025-03-01,CUST-0167,40,Male,Regular,Clothing,Socks,46.78,72.77,10,727.7,467.8,259.9,1117,7.5
TXN-14984,2025-03-01,CUST-0309,35,Male,Regular,Beauty & Health,Lotion,8.66,15.35,3,46.05,25.98,20.07,872,4.9
TXN-10236,2025-03-01,CUST-0993,21,Male,Regular,Beauty & Health,Lotion,8.66,15.35,4,61.4,34.64,26.76,1125,7.8
TXN-13301,2025-03-01,CUST-0833,39,Female,Regular,Clothing,Hat,3.72,6.93,1,6.93,3.72,3.21,598,6.5
TXN-11717,2025-03-01,CUST-0780,32,Male,Silver,Home & Garden,Towel,36.45,51.3,4,205.2,145.8,59.4,861,5.8
TXN-13227,2025-03-01,CUST-0069,38,Male,Regular,Groceries,Eggs,28.33,56.24,3,168.72,84.99,83.73,1467,6.7
TXN-11158,2025-03-01,CUST-0194,36,Female,Gold,Clothing,Jeans,45.05,74.05,4,296.2,180.2,116.0,1630,9.7
TXN-14913,2025-03-01,CUST-0517,18,Female,Regular,Groceries,Cereal,40.44,66.69,3,200.07,121.32,78.75,389,5.7
TXN-11719,2025-03-01,CUST-0252,34,Male,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,366,7.3
TXN-11334,2025-03-01,CUST-0995,61,Male,Silver,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,888,8.8
TXN-11291,2025-03-01,CUST-0654,29,Female,Silver,Groceries,Chicken,14.09,25.57,2,51.14,28.18,22.96,1855,5.2
TXN-14187,2025-03-01,CUST-0655,40,Female,Regular,Groceries,Rice,16.47,23.64,1,23.64,16.47,7.17,182,6.2
TXN-13226,2025-03-01,CUST-0251,40,Male,Gold,Home & Garden,Towel,36.45,51.3,1,51.3,36.45,14.85,769,6.1
TXN-12057,2025-03-01,CUST-0775,42,Female,Regular,Clothing,Sneakers,20.09,39.7,4,158.8,80.36,78.44,636,7.9
TXN-10129,2025-03-01,CUST-0817,35,Male,Regular,Clothing,T-Shirt,49.29,89.1,1,89.1,49.29,39.81,703,7.8
TXN-11553,2025-03-02,CUST-0267,38,Female,Regular,Clothing,T-Shirt,49.29,89.1,5,445.5,246.45,199.05,588,5.4
TXN-10084,2025-03-02,CUST-0862,37,Female,Silver,Beauty & Health,Soap,11.95,23.02,1,23.02,11.95,11.07,1090,5.8
TXN-13329,2025-03-02,CUST-0370,46,Male,Regular,Groceries,Bread,45.02,60.28,1,60.28,45.02,15.26,721,6.5
TXN-14874,2025-03-02,CUST-0963,33,Male,Regular,Home & Garden,Bed Sheets,41.27,74.29,1,74.29,41.27,33.02,1459,4.6
TXN-12478,2025-03-02,CUST-0808,28,Female,Regular,Electronics,Smartwatch,34.96,50.62,4,202.48,139.84,62.64,841,6.3
TXN-12851,2025-03-02,CUST-0725,43,Male,Silver,Groceries,Apples,18.31,24.59,2,49.18,36.62,12.56,1532,6.2
TXN-11446,2025-03-02,CUST-0109,35,Male,Regular,Home & Garden,Plant Pot,34.48,43.76,2,87.52,68.96,18.56,1711,4.3
TXN-13418,2025-03-02,CUST-0909,56,Male,Silver,Beauty & Health,Lotion,8.66,15.35,4,61.4,34.64,26.76,946,4.3
TXN-12856,2025-03-02,CUST-0725,35,Male,Silver,Clothing,Socks,46.78,72.77,10,727.7,467.8,259.9,1089,6.4
TXN-14316,2025-03-02,CUST-0939,40,Male,Silver,Electronics,Headphones,49.93,84.43,1,84.43,49.93,34.5,1045,8.6
TXN-14399,2025-03-02,CUST-0955,37,Male,Regular,Beauty & Health,Lotion,8.66,15.35,1,15.35,8.66,6.69,904,4.8
TXN-12999,2025-03-02,CUST-0819,27,Male,Silver,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1592,6.1
TXN-14136,2025-03-02,CUST-0180,46,Female,Silver,Electronics,Keyboard,107.66,156.53,1,156.53,107.66,48.87,578,5.1
TXN-11841,2025-03-02,CUST-0672,26,Female,Silver,Electronics,Headphones,49.93,84.43,2,168.86,99.86,69.0,1207,5.5
TXN-10763,2025-03-02,CUST-0428,35,Female,Gold,Home & Garden,Lamp,30.34,59.03,10,590.3,303.4,286.9,935,7.8
TXN-12769,2025-03-03,CUST-0399,35,Male,Silver,Electronics,Headphones,49.93,84.43,2,168.86,99.86,69.0,1150,6.9
TXN-11695,2025-03-03,CUST-0044,54,Female,Regular,Clothing,Jacket,3.47,6.87,5,34.35,17.35,17.0,1405,5.1
TXN-14156,2025-03-03,CUST-0565,41,Male,Regular,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1445,8.5
TXN-12810,2025-03-03,CUST-0898,46,Other,Gold,Groceries,Milk,32.13,59.75,2,119.5,64.26,55.24,1012,9.4
TXN-11048,2025-03-03,CUST-0506,43,Female,Silver,Electronics,Charger,85.78,132.44,4,529.76,343.12,186.64,691,7.3
TXN-11967,2025-03-03,CUST-0545,29,Female,Silver,Groceries,Pasta,47.29,56.99,1,56.99,47.29,9.7,1167,6.0
TXN-10928,2025-03-03,CUST-0903,34,Female,Regular,Clothing,Jeans,45.05,74.05,2,148.1,90.1,58.0,1645,3.4
TXN-10460,2025-03-03,CUST-0488,27,Male,Silver,Groceries,Chicken,14.09,25.57,4,102.28,56.36,45.92,1907,5.3
TXN-12429,2025-03-03,CUST-0876,22,Male,Regular,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,600,5.4
TXN-13940,2025-03-03,CUST-0199,45,Female,Regular,Home & Garden,Lamp,30.34,59.03,2,118.06,60.68,57.38,655,6.8
TXN-11738,2025-03-03,CUST-0854,20,Male,Regular,Groceries,Cereal,40.44,66.69,2,133.38,80.88,52.5,631,6.6
TXN-12311,2025-03-03,CUST-0999,36,Male,Regular,Electronics,USB Drive,123.53,158.32,10,1583.2,1235.3,347.9,1577,6.2
TXN-11115,2025-03-03,CUST-0150,37,Male,Silver,Electronics,Keyboard,107.66,156.53,4,626.12,430.64,195.48,796,8.0
TXN-13524,2025-03-04,CUST-0005,26,Male,Silver,Electronics,USB Drive,123.53,158.32,1,158.32,123.53,34.79,1489,3.3
TXN-12687,2025-03-04,CUST-0857,33,Female,Regular,Clothing,T-Shirt,49.29,89.1,2,178.2,98.58,79.62,510,5.3
TXN-11104,2025-03-04,CUST-0059,46,Female,Silver,Clothing,Hat,3.72,6.93,10,69.3,37.2,32.1,713,7.9
TXN-11439,2025-03-04,CUST-0868,37,Female,Regular,Electronics,Charger,85.78,132.44,5,662.2,428.9,233.3,664,7.9
TXN-11280,2025-03-04,CUST-0039,23,Male,Regular,Clothing,Jacket,3.47,6.87,1,6.87,3.47,3.4,1449,4.4
TXN-13899,2025-03-04,CUST-0180,41,Male,Regular,Groceries,Eggs,28.33,56.24,4,224.96,113.32,111.64,1402,7.2
TXN-13755,2025-03-04,CUST-0463,45,Male,Silver,Groceries,Apples,18.31,24.59,1,24.59,18.31,6.28,1460,3.5
TXN-14647,2025-03-04,CUST-0240,38,Female,Regular,Home & Garden,Frying Pan,11.59,15.48,2,30.96,23.18,7.78,1480,4.9
TXN-10798,2025-03-04,CUST-0475,37,Female,Regular,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,710,4.1
TXN-14681,2025-03-04,CUST-0706,32,Male,Regular,Home & Garden,Lamp,30.34,59.03,4,236.12,121.36,114.76,592,5.4
TXN-14146,2025-03-05,CUST-0490,29,Female,Regular,Home & Garden,Plant Pot,34.48,43.76,1,43.76,34.48,9.28,1504,3.4
TXN-11381,2025-03-05,CUST-0544,46,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,881,5.6
TXN-13196,2025-03-05,CUST-0364,37,Female,Regular,Home & Garden,Lamp,30.34,59.03,1,59.03,30.34,28.69,722,4.5
TXN-10894,2025-03-05,CUST-0724,40,Male,Regular,Home & Garden,Frying Pan,11.59,15.48,3,46.44,34.77,11.67,1798,6.9
TXN-14709,2025-03-05,CUST-0628,48,Female,Regular,Home & Garden,Frying Pan,11.59,15.48,10,154.8,115.9,38.9,1470,7.5
TXN-13035,2025-03-05,CUST-0076,22,Male,Regular,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1104,4.3
TXN-10039,2025-03-05,CUST-0721,29,Female,Gold,Groceries,Cereal,40.44,66.69,1,66.69,40.44,26.25,774,8.6
TXN-11832,2025-03-05,CUST-0846,29,Female,Silver,Beauty & Health,Shampoo,25.11,45.77,1,45.77,25.11,20.66,937,7.2
TXN-13883,2025-03-05,CUST-0425,27,Male,Regular,Home & Garden,Mug,5.57,9.8,4,39.2,22.28,16.92,623,5.9
TXN-10678,2025-03-05,CUST-0752,53,Other,Regular,Clothing,Sneakers,20.09,39.7,5,198.5,100.45,98.05,734,8.2
TXN-11498,2025-03-05,CUST-0127,18,Female,Silver,Groceries,Milk,32.13,59.75,3,179.25,96.39,82.86,1112,6.5
TXN-13384,2025-03-05,CUST-0334,36,Male,Silver,Electronics,Mouse,41.17,78.14,1,78.14,41.17,36.97,1067,6.3
TXN-13000,2025-03-05,CUST-0577,18,Female,Regular,Beauty & Health,Shampoo,25.11,45.77,2,91.54,50.22,41.32,836,6.8
TXN-14159,2025-03-05,CUST-0148,18,Male,Gold,Groceries,Pasta,47.29,56.99,4,227.96,189.16,38.8,1050,8.5
TXN-14400,2025-03-05,CUST-0493,56,Male,Silver,Clothing,Hat,3.72,6.93,1,6.93,3.72,3.21,536,6.5
TXN-11004,2025-03-05,CUST-0506,45,Male,Regular,Electronics,Charger,85.78,132.44,1,132.44,85.78,46.66,699,6.8
TXN-14701,2025-03-05,CUST-0367,41,Female,Regular,Electronics,Charger,85.78,132.44,2,264.88,171.56,93.32,432,7.8
TXN-10658,2025-03-05,CUST-0812,54,Male,Gold,Groceries,Chicken,14.09,25.57,1,25.57,14.09,11.48,1887,8.4
TXN-14563,2025-03-05,CUST-0765,20,Male,Regular,Clothing,Sneakers,20.09,39.7,2,79.4,40.18,39.22,494,4.2
TXN-12131,2025-03-05,CUST-0115,37,Male,Silver,Home & Garden,Mug,5.57,9.8,1,9.8,5.57,4.23,751,4.1
